"","time","close","high","low","open","volumefrom","volumeto"
"28",2019-07-29 13:27:00,9515.31,9515.4,9514.33,9514.39,10.24,97296.52
"29",2019-07-29 13:28:00,9516.67,9516.67,9514.32,9515.31,9.461,89932.83
"30",2019-07-29 13:29:00,9511.58,9518.79,9511.4,9516.67,21.59,205164.96
"31",2019-07-29 13:30:00,9511.61,9512.01,9510.03,9511.58,18.09,171844.98
"32",2019-07-29 13:31:00,9514.22,9514.52,9510.91,9511.61,6.448,61253.27
"33",2019-07-29 13:32:00,9515.99,9515.99,9512.28,9514.22,9.88,93879.04
"34",2019-07-29 13:33:00,9515.48,9515.99,9512.94,9515.99,14.98,143032.94
"35",2019-07-29 13:34:00,9515.63,9515.72,9513.56,9515.48,7.516,71422.91
"36",2019-07-29 13:35:00,9519.98,9520.27,9515.61,9515.63,22.88,217668.42
"37",2019-07-29 13:36:00,9522.56,9522.56,9519.19,9519.98,8.233,78342.07
"38",2019-07-29 13:37:00,9526.08,9526.09,9522.06,9522.56,9.696,92160.45
"39",2019-07-29 13:38:00,9525.88,9526.08,9524.64,9526.08,8.149,77550.36
"40",2019-07-29 13:39:00,9527.54,9527.54,9525.63,9525.88,9.485,90351.72
"41",2019-07-29 13:40:00,9531.69,9531.7,9526.68,9527.54,15.06,143591.48
"42",2019-07-29 13:41:00,9542.08,9542.08,9531.69,9531.69,69.94,667302.71
"43",2019-07-29 13:42:00,9537.81,9544.51,9537.81,9542.08,50.71,483873.4
"44",2019-07-29 13:43:00,9538.35,9538.7,9536.45,9537.81,7.723,73734.39
"45",2019-07-29 13:44:00,9529.93,9538.86,9527.37,9538.35,35.08,334870.23
"46",2019-07-29 13:45:00,9526.29,9530.7,9526.29,9529.93,16.49,157748.13
"47",2019-07-29 13:46:00,9526.58,9528.37,9525.33,9526.29,7.49,71366.75
"48",2019-07-29 13:47:00,9530.71,9531.5,9525.62,9526.58,14.75,140372.44
"49",2019-07-29 13:48:00,9534.75,9534.76,9530.57,9530.71,13.41,127841.58
"50",2019-07-29 13:49:00,9543.49,9543.49,9534.41,9534.75,20.99,200140.72
"51",2019-07-29 13:50:00,9537.61,9543.58,9535.48,9543.49,18.68,178046.54
"52",2019-07-29 13:51:00,9534.59,9537.61,9534.52,9537.61,10.31,98278.99
"53",2019-07-29 13:52:00,9539.91,9539.98,9533.96,9534.59,4.462,42662.96
"54",2019-07-29 13:53:00,9552.57,9552.57,9539.91,9539.91,33.35,318306.22
"55",2019-07-29 13:54:00,9557.08,9577.54,9552.57,9552.57,145.52,1393017.74
"56",2019-07-29 13:55:00,9550.19,9561.18,9542.47,9557.08,47.45,453287.72
"57",2019-07-29 13:56:00,9542.88,9550.19,9540.95,9550.19,21.69,206924.2
"58",2019-07-29 13:57:00,9541.13,9543.69,9539.09,9542.88,9.628,91838.27
"59",2019-07-29 13:58:00,9542.68,9542.68,9541.12,9541.13,3.375,32311.92
"60",2019-07-29 13:59:00,9534.32,9544.56,9534.32,9542.68,41.99,400927.26
"61",2019-07-29 14:00:00,9537.67,9538.79,9533.02,9534.32,21.53,205162.59
"62",2019-07-29 14:01:00,9542.65,9542.7,9537.67,9537.67,14.58,139019.85
"63",2019-07-29 14:02:00,9539,9542.65,9538.49,9542.65,13.02,124142.77
"64",2019-07-29 14:03:00,9541.07,9541.41,9539,9539,10.86,103488.22
"65",2019-07-29 14:04:00,9541.93,9541.93,9539.25,9541.07,11.13,106170.61
"66",2019-07-29 14:05:00,9545.49,9546.7,9541.6,9541.93,14.95,142719.6
"67",2019-07-29 14:06:00,9557.87,9557.87,9544.86,9545.49,55.53,530249.81
"68",2019-07-29 14:07:00,9561.58,9563.32,9557.87,9557.87,44.47,425015.13
"69",2019-07-29 14:08:00,9551.94,9562.41,9550.61,9561.58,12.13,115872.88
"70",2019-07-29 14:09:00,9549.13,9551.94,9548.1,9551.94,25.5,243297.9
"71",2019-07-29 14:10:00,9549.69,9550.16,9546.12,9549.13,6.148,58727.39
"72",2019-07-29 14:11:00,9552.49,9552.67,9549.69,9549.69,21.97,211960.95
"73",2019-07-29 14:12:00,9565.14,9565.54,9551.39,9552.49,17.59,167997.51
"74",2019-07-29 14:13:00,9559.85,9565.34,9557.32,9565.14,34.08,325696.32
"75",2019-07-29 14:14:00,9559.21,9559.85,9554.84,9559.85,16.83,160735.57
"76",2019-07-29 14:15:00,9558.52,9560.16,9557.6,9559.21,13.39,127909.52
"77",2019-07-29 14:16:00,9553.11,9560.36,9553.1,9558.52,35.89,342766.51
"78",2019-07-29 14:17:00,9551.96,9554.57,9549.86,9553.11,4.896,46764.05
"79",2019-07-29 14:18:00,9543.08,9551.96,9543.08,9551.96,30.82,293952.42
"80",2019-07-29 14:19:00,9536.1,9543.08,9535.19,9543.08,10.61,101113.21
"81",2019-07-29 14:20:00,9544.66,9544.66,9535.39,9536.1,11.61,110648.86
"82",2019-07-29 14:21:00,9542.14,9544.66,9540.29,9544.66,5.079,48616.32
"83",2019-07-29 14:22:00,9536.73,9542.14,9536.72,9542.14,10.38,99469.9
"84",2019-07-29 14:23:00,9539.45,9540.38,9536.73,9536.73,8.362,79764.96
"85",2019-07-29 14:24:00,9539.06,9539.68,9535.37,9539.45,9.49,90476.86
"86",2019-07-29 14:25:00,9538.58,9540.37,9538.18,9539.06,7.903,75346.39
"87",2019-07-29 14:26:00,9532.46,9539.64,9530.45,9538.58,37.79,359997.34
"88",2019-07-29 14:27:00,9531.63,9533.78,9530.89,9532.46,12.22,116396.35
"89",2019-07-29 14:28:00,9527.28,9531.66,9527.28,9531.63,13.22,125888.73
"90",2019-07-29 14:29:00,9512.98,9527.28,9503.91,9527.28,89.07,846864.04
"91",2019-07-29 14:30:00,9503.61,9516.36,9501.86,9512.98,49.99,474919.04
"92",2019-07-29 14:31:00,9505.87,9507.63,9500.32,9503.61,5.983,56838.38
"93",2019-07-29 14:32:00,9512.79,9513.49,9504.34,9505.87,6.851,65165.4
"94",2019-07-29 14:33:00,9508.62,9512.79,9505.27,9512.79,13.23,126673.82
"95",2019-07-29 14:34:00,9510.04,9511.26,9508.62,9508.62,8.004,76096.55
"96",2019-07-29 14:35:00,9513.45,9513.45,9504.17,9510.04,11.75,111636.19
"97",2019-07-29 14:36:00,9518.29,9519.07,9510.41,9513.45,12.13,115402.97
"98",2019-07-29 14:37:00,9523.91,9530.4,9518.29,9518.29,34.93,332685.65
"99",2019-07-29 14:38:00,9523.99,9525.09,9522.45,9523.91,12.17,115882.92
"100",2019-07-29 14:39:00,9525.95,9527.95,9522.08,9523.99,13.1,124734.31
"101",2019-07-29 14:40:00,9522.46,9526.74,9522.46,9525.95,9.103,86667.38
"102",2019-07-29 14:41:00,9522.19,9522.79,9520.75,9522.46,4.038,38489.78
"103",2019-07-29 14:42:00,9517.71,9526.59,9517.71,9522.19,17.89,170212.96
"104",2019-07-29 14:43:00,9519.2,9520.18,9517.71,9517.71,5.629,53597.72
"105",2019-07-29 14:44:00,9520.3,9520.8,9518.61,9519.2,22.84,219396.89
"106",2019-07-29 14:45:00,9525.33,9526.54,9519.36,9520.3,15.28,145505.14
"107",2019-07-29 14:46:00,9532.44,9532.44,9525.21,9525.33,13.49,128505.55
"108",2019-07-29 14:47:00,9531.08,9534.19,9530.63,9532.44,25.24,240363.08
"109",2019-07-29 14:48:00,9524.37,9531.08,9524.37,9531.08,24.42,232496.92
"110",2019-07-29 14:49:00,9528.61,9528.61,9524.08,9524.37,7.365,70192
"111",2019-07-29 14:50:00,9529.86,9533.01,9528.57,9528.61,14.87,141674.1
"112",2019-07-29 14:51:00,9527.89,9529.86,9526.97,9529.86,14,133221.35
"113",2019-07-29 14:52:00,9529.75,9530.77,9527.89,9527.89,3.861,36811.18
"114",2019-07-29 14:53:00,9528.44,9530.19,9528.44,9529.75,7.935,75566.29
"115",2019-07-29 14:54:00,9528.25,9529.01,9526.44,9528.44,8.692,82821.96
"116",2019-07-29 14:55:00,9527.46,9530.27,9527.46,9528.25,18.37,175421.03
"117",2019-07-29 14:56:00,9528.82,9528.86,9527.45,9527.46,15.81,151046.88
"118",2019-07-29 14:57:00,9526.73,9529.7,9526.19,9528.82,8.048,76679.98
"119",2019-07-29 14:58:00,9526.2,9526.77,9525.28,9526.73,2.284,21754.27
"120",2019-07-29 14:59:00,9516.29,9526.2,9515.46,9526.2,79.75,759009.39
"121",2019-07-29 15:00:00,9511.13,9517.57,9511.13,9516.29,67.63,643175.95
"122",2019-07-29 15:01:00,9506.95,9511.13,9504.49,9511.13,17.15,163053.54
"123",2019-07-29 15:02:00,9511.65,9512.21,9505.49,9506.95,18.25,173637.36
"124",2019-07-29 15:03:00,9512.84,9512.84,9511.29,9511.65,11.62,110528.33
"125",2019-07-29 15:04:00,9513.53,9515.93,9512.43,9512.84,3.763,35877.55
"126",2019-07-29 15:05:00,9514.24,9514.34,9512.98,9513.53,5.747,54761.64
"127",2019-07-29 15:06:00,9515.59,9515.59,9513.89,9514.24,8.562,81500.27
"128",2019-07-29 15:07:00,9513.42,9515.74,9513.41,9515.59,9.763,92943.66
"129",2019-07-29 15:08:00,9512.35,9514.07,9512.32,9513.42,3.734,35600
"130",2019-07-29 15:09:00,9508.36,9512.35,9508.04,9512.35,52.99,503673.02
"131",2019-07-29 15:10:00,9507.36,9509.48,9507.21,9508.36,30.97,294303.97
"132",2019-07-29 15:11:00,9510.38,9510.38,9507.36,9507.36,21.94,210870.54
"133",2019-07-29 15:12:00,9510.32,9511.35,9509.75,9510.38,14.6,138866.91
"134",2019-07-29 15:13:00,9511.31,9511.35,9510.14,9510.32,21.18,201394.65
"135",2019-07-29 15:14:00,9524.22,9524.22,9511.31,9511.31,41.53,395082.67
"136",2019-07-29 15:15:00,9539.25,9539.7,9524.22,9524.22,57.66,549712.5
"137",2019-07-29 15:16:00,9539.5,9539.67,9532.34,9539.25,43.83,417835.6
"138",2019-07-29 15:17:00,9537.44,9539.5,9535.87,9539.5,11.59,110563.89
"139",2019-07-29 15:18:00,9542.1,9544.09,9537.44,9537.44,20.83,198693.52
"140",2019-07-29 15:19:00,9544.97,9548.2,9541.51,9542.1,32.4,309140.91
"141",2019-07-29 15:20:00,9535.23,9545.83,9535.16,9544.97,37.17,354597.65
"142",2019-07-29 15:21:00,9543.13,9543.15,9535.2,9535.23,38.85,370713.56
"143",2019-07-29 15:22:00,9551.23,9552.3,9542.9,9543.13,16.45,158052.56
"144",2019-07-29 15:23:00,9539.03,9551.23,9539.03,9551.23,47.45,452808.86
"145",2019-07-29 15:24:00,9537.67,9540.87,9536.26,9539.03,57.26,545278.77
"146",2019-07-29 15:25:00,9539,9540.23,9536.07,9537.67,10.43,99451.33
"147",2019-07-29 15:26:00,9538.89,9539.01,9537.42,9539,1.919,18341.26
"148",2019-07-29 15:27:00,9540.45,9540.45,9537.98,9538.89,9.427,89848.56
"149",2019-07-29 15:28:00,9544.41,9545.13,9540.45,9540.45,5.449,52082.1
"150",2019-07-29 15:29:00,9545.1,9545.39,9543.29,9544.41,5.489,52412.49
"151",2019-07-29 15:30:00,9546.33,9547.18,9543.33,9545.1,14.03,134073
"152",2019-07-29 15:31:00,9548.65,9549.02,9545.62,9546.33,9.927,94768.63
"153",2019-07-29 15:32:00,9551.84,9551.84,9547.9,9548.65,11.21,107324.79
"154",2019-07-29 15:33:00,9551.7,9553.01,9550.92,9551.84,32.99,317647.63
"155",2019-07-29 15:34:00,9553.64,9553.68,9551.14,9551.7,6.81,65022.96
"156",2019-07-29 15:35:00,9565.63,9566.52,9553.64,9553.64,49.82,476280.2
"157",2019-07-29 15:36:00,9547.45,9565.74,9547.45,9565.63,44.38,424028.66
"158",2019-07-29 15:37:00,9548.06,9548.65,9545.67,9547.45,19,181305.06
"159",2019-07-29 15:38:00,9545.69,9548.44,9543.95,9548.06,19.31,184220.53
"160",2019-07-29 15:39:00,9545.51,9546.22,9544.19,9545.69,9.801,93695.67
"161",2019-07-29 15:40:00,9548.04,9548.76,9545.25,9545.51,9.751,93028.47
"162",2019-07-29 15:41:00,9542.09,9549.13,9542.09,9548.04,29.15,278051.51
"163",2019-07-29 15:42:00,9529.78,9542.09,9524.49,9542.09,106.6,1014785.61
"164",2019-07-29 15:43:00,9525.49,9529.87,9524.49,9529.78,31.99,304712.72
"165",2019-07-29 15:44:00,9523.69,9525.49,9521.84,9525.49,19.46,185398.7
"166",2019-07-29 15:45:00,9528.14,9528.64,9521.06,9523.69,8.641,82255.69
"167",2019-07-29 15:46:00,9515.93,9528.14,9515.93,9528.14,98.92,940459.05
"168",2019-07-29 15:47:00,9511.18,9518.62,9511.18,9515.93,13.66,129933.25
"169",2019-07-29 15:48:00,9507.6,9512.07,9506.89,9511.18,22.66,215330.35
"170",2019-07-29 15:49:00,9498.88,9507.6,9491.97,9507.6,76.51,726155.56
"171",2019-07-29 15:50:00,9506.76,9508.18,9498.33,9498.88,23.75,225492.41
"172",2019-07-29 15:51:00,9507.82,9508.7,9506.31,9506.76,11.75,111741.69
"173",2019-07-29 15:52:00,9508.22,9508.55,9506.63,9507.82,17.85,169690.99
"174",2019-07-29 15:53:00,9501.3,9508.31,9500.08,9508.22,9.928,94358.09
"175",2019-07-29 15:54:00,9505.14,9505.8,9501,9501.3,6.478,61538.14
"176",2019-07-29 15:55:00,9516.3,9516.33,9505.14,9505.14,15.52,148692.46
"177",2019-07-29 15:56:00,9518.85,9519.17,9516.3,9516.3,6.773,64444.54
"178",2019-07-29 15:57:00,9515.47,9519.06,9514.97,9518.85,23.75,226012.61
"179",2019-07-29 15:58:00,9514.56,9515.47,9514.17,9515.47,10.19,96875.17
"180",2019-07-29 15:59:00,9517.62,9517.64,9514.15,9514.56,5.89,56163.98
"181",2019-07-29 16:00:00,9512.03,9517.78,9512.03,9517.62,12.06,114689.77
"182",2019-07-29 16:01:00,9429.07,9512.45,9429.02,9512.03,327.73,3094141.02
"183",2019-07-29 16:02:00,9466.09,9468.28,9393.54,9429.07,806.68,7587743.43
"184",2019-07-29 16:03:00,9473.95,9473.95,9442.9,9466.09,217.59,2055501.37
"185",2019-07-29 16:04:00,9526.08,9526.55,9473.95,9473.95,281.27,2672042.71
"186",2019-07-29 16:05:00,9625.56,9645.14,9526.08,9526.08,876,8417607.18
"187",2019-07-29 16:06:00,9596,9625.56,9573.75,9625.56,242.09,2320828.4
"188",2019-07-29 16:07:00,9579.52,9597.84,9579.52,9596,80.54,772208.6
"189",2019-07-29 16:08:00,9586.71,9592.46,9576.63,9579.52,92.62,886305.04
"190",2019-07-29 16:09:00,9582.17,9589.98,9581.67,9586.71,29.87,286304.05
"191",2019-07-29 16:10:00,9583.37,9584.8,9570.25,9582.17,63.46,607363.64
"192",2019-07-29 16:11:00,9574.37,9584.76,9572.3,9583.37,20.73,198808.24
"193",2019-07-29 16:12:00,9577.25,9578.88,9571.18,9574.37,23.63,226234.9
"194",2019-07-29 16:13:00,9577.08,9579.16,9575.4,9577.25,13.81,132169.26
"195",2019-07-29 16:14:00,9577.11,9578.22,9575.73,9577.08,3.498,33490.56
"196",2019-07-29 16:15:00,9577.07,9577.88,9574.2,9577.11,8.499,81373.05
"197",2019-07-29 16:16:00,9589.86,9591.04,9576.83,9577.07,34.9,334467.2
"198",2019-07-29 16:17:00,9587.87,9592.01,9582.82,9589.86,21.25,203751.93
"199",2019-07-29 16:18:00,9586.96,9587.87,9584.87,9587.87,3.709,35628.28
"200",2019-07-29 16:19:00,9579.25,9586.96,9579.25,9586.96,17.56,168331.86
"201",2019-07-29 16:20:00,9572.72,9579.25,9572.56,9579.25,4.207,40309.94
"202",2019-07-29 16:21:00,9572.33,9573.17,9571.18,9572.72,16.85,161233.26
"203",2019-07-29 16:22:00,9568.01,9573.36,9562.05,9572.33,38.63,369956.65
"204",2019-07-29 16:23:00,9563.71,9568.01,9562.16,9568.01,23.43,223993.95
"205",2019-07-29 16:24:00,9567.44,9569.74,9562.35,9563.71,11.13,106483.59
"206",2019-07-29 16:25:00,9576.59,9576.59,9566.6,9567.44,13.33,127565.96
"207",2019-07-29 16:26:00,9575.77,9577.2,9574.76,9576.59,14.4,137881.06
"208",2019-07-29 16:27:00,9575.96,9578.47,9575.77,9575.77,1.933,18584.13
"209",2019-07-29 16:28:00,9576.73,9577.2,9574.26,9575.96,9.401,90062.6
"210",2019-07-29 16:29:00,9577.79,9578.26,9576.51,9576.73,31.34,300071.92
"211",2019-07-29 16:30:00,9581.9,9581.9,9577.79,9577.79,16.52,158279.1
"212",2019-07-29 16:31:00,9580.82,9583.51,9578.01,9581.9,45.99,440265.49
"213",2019-07-29 16:32:00,9578.18,9580.82,9576.77,9580.82,6.038,57843.33
"214",2019-07-29 16:33:00,9580.11,9582.56,9576.13,9578.18,13.75,131922.26
"215",2019-07-29 16:34:00,9579.27,9580.74,9576.4,9580.11,13.42,128679.67
"216",2019-07-29 16:35:00,9573.54,9579.34,9572.37,9579.27,33.06,316268.98
"217",2019-07-29 16:36:00,9573.43,9575.43,9572.72,9573.54,21.68,207412.9
"218",2019-07-29 16:37:00,9571.79,9573.43,9571.43,9573.43,12.56,120251.64
"219",2019-07-29 16:38:00,9567.1,9571.79,9566.89,9571.79,10.1,96595.09
"220",2019-07-29 16:39:00,9569.5,9569.55,9566.95,9567.1,5.621,53829.47
"221",2019-07-29 16:40:00,9564.18,9569.5,9564.18,9569.5,27.88,266505.24
"222",2019-07-29 16:41:00,9552.44,9564.18,9549.09,9564.18,28.67,273795.2
"223",2019-07-29 16:42:00,9554.56,9555.93,9552.02,9552.44,9.944,95058.21
"224",2019-07-29 16:43:00,9557.31,9559.55,9554.56,9554.56,8.312,79417.13
"225",2019-07-29 16:44:00,9560.42,9560.6,9557.31,9557.31,3.719,35627.86
"226",2019-07-29 16:45:00,9562,9562.67,9560.42,9560.42,2.376,22710.85
"227",2019-07-29 16:46:00,9561.94,9562.52,9561.39,9562,1.557,14944.57
"228",2019-07-29 16:47:00,9561.37,9564.57,9561.25,9561.94,4.159,39793.13
"229",2019-07-29 16:48:00,9571.68,9572.48,9561.34,9561.37,26.62,254683.21
"230",2019-07-29 16:49:00,9565.08,9572.12,9565.08,9571.68,21.79,208448.28
"231",2019-07-29 16:50:00,9564.37,9566.98,9563.48,9565.08,7.543,72084.18
"232",2019-07-29 16:51:00,9554.91,9564.37,9553.28,9564.37,9.334,89216.41
"233",2019-07-29 16:52:00,9559.83,9560.13,9553.36,9554.91,9.258,88474.23
"234",2019-07-29 16:53:00,9557.01,9561.31,9557.01,9559.83,10.62,101558.79
"235",2019-07-29 16:54:00,9552.98,9558.31,9552.93,9557.01,8.479,80990.39
"236",2019-07-29 16:55:00,9552.06,9554.56,9551.38,9552.98,8.504,81556.42
"237",2019-07-29 16:56:00,9553.26,9554.27,9551.56,9552.06,16.41,156718.38
"238",2019-07-29 16:57:00,9533.88,9553.32,9522.13,9553.26,171.24,1631988.18
"239",2019-07-29 16:58:00,9540.15,9547.71,9530.92,9533.88,42.36,403940.42
"240",2019-07-29 16:59:00,9540.89,9541.65,9536.36,9540.15,25.39,243411.07
"241",2019-07-29 17:00:00,9536.02,9540.89,9531.59,9540.89,7.759,74031.22
"242",2019-07-29 17:01:00,9534.56,9536.74,9531.86,9536.02,6.654,63418
"243",2019-07-29 17:02:00,9528,9535.06,9527.52,9534.56,6.071,57844
"244",2019-07-29 17:03:00,9538.98,9538.98,9527.99,9528,15.59,148658.76
"245",2019-07-29 17:04:00,9543.58,9543.59,9537.54,9538.98,3.456,33019.12
"246",2019-07-29 17:05:00,9543.19,9546.03,9541.21,9543.58,8.413,80233.67
"247",2019-07-29 17:06:00,9542.41,9543.19,9540.71,9543.19,4.902,46790.85
"248",2019-07-29 17:07:00,9543.12,9543.12,9541.36,9542.41,9.071,86553.89
"249",2019-07-29 17:08:00,9537.37,9543.12,9536.79,9543.12,32.2,306823
"250",2019-07-29 17:09:00,9535.52,9537.37,9530.9,9537.37,8.576,81725.86
"251",2019-07-29 17:10:00,9540.09,9542.32,9535.49,9535.52,13.37,127622.28
"252",2019-07-29 17:11:00,9542.55,9542.86,9540.06,9540.09,27.4,263324.97
"253",2019-07-29 17:12:00,9543.84,9543.84,9540.64,9542.55,48.55,462589.03
"254",2019-07-29 17:13:00,9543.54,9547.29,9542.59,9543.84,3.932,37556.32
"255",2019-07-29 17:14:00,9546.43,9546.43,9542.42,9543.54,9.455,90319.01
"256",2019-07-29 17:15:00,9545.81,9546.43,9544.38,9546.43,4.44,42405.83
"257",2019-07-29 17:16:00,9543.48,9547.47,9542.56,9545.81,5.925,56593.63
"258",2019-07-29 17:17:00,9538.78,9544.38,9538.54,9543.48,25.07,239091.48
"259",2019-07-29 17:18:00,9535.93,9538.78,9535.09,9538.78,3.824,36461.28
"260",2019-07-29 17:19:00,9533.25,9535.93,9533.25,9535.93,10.19,97153.78
"261",2019-07-29 17:20:00,9532.77,9533.25,9511.8,9533.25,74.39,707983.34
"262",2019-07-29 17:21:00,9533.64,9533.81,9528.73,9532.77,12.26,116866.42
"263",2019-07-29 17:22:00,9539.29,9539.29,9533.64,9533.64,25.72,245855.89
"264",2019-07-29 17:23:00,9538.59,9539.38,9538.07,9539.29,8.952,86028.01
"265",2019-07-29 17:24:00,9540.04,9540.36,9538.23,9538.59,5.654,53947.98
"266",2019-07-29 17:25:00,9541.51,9541.51,9539.77,9540.04,3.026,28896.48
"267",2019-07-29 17:26:00,9540.54,9542.06,9540.22,9541.51,2.463,23487.4
"268",2019-07-29 17:27:00,9541.24,9541.44,9540.18,9540.54,5.831,55647.69
"269",2019-07-29 17:28:00,9540.5,9541.43,9540.5,9541.24,4.624,44136.7
"270",2019-07-29 17:29:00,9540.7,9541.03,9540.13,9540.5,23.11,220434.17
"271",2019-07-29 17:30:00,9542.33,9542.33,9540.7,9540.7,3.662,34923.97
"272",2019-07-29 17:31:00,9542.85,9547.2,9542.33,9542.33,5.549,53001.61
"273",2019-07-29 17:32:00,9544.22,9544.88,9542.11,9542.85,3.313,31592.02
"274",2019-07-29 17:33:00,9542.88,9544.35,9541.93,9544.22,18.23,175828.52
"275",2019-07-29 17:34:00,9543.76,9543.93,9542.88,9542.88,1.276,12219.77
"276",2019-07-29 17:35:00,9542.12,9543.76,9542.12,9543.76,12.23,116617.79
"277",2019-07-29 17:36:00,9541.01,9542.34,9540.96,9542.12,2.792,26663.36
"278",2019-07-29 17:37:00,9541.97,9542,9540.99,9541.01,4.458,42525.52
"279",2019-07-29 17:38:00,9540.15,9542.29,9540.09,9541.97,6.451,61533.07
"280",2019-07-29 17:39:00,9543.96,9544.04,9538.32,9540.15,6.379,60825.06
"281",2019-07-29 17:40:00,9544.56,9545.77,9543.67,9543.96,3.963,37825.8
"282",2019-07-29 17:41:00,9545.4,9546.45,9543.62,9544.56,12.37,117928.58
"283",2019-07-29 17:42:00,9543.24,9545.4,9541.4,9545.4,3.241,30919.22
"284",2019-07-29 17:43:00,9543.37,9543.37,9542.64,9543.24,41.4,394122.41
"285",2019-07-29 17:44:00,9541.17,9543.37,9536.13,9543.37,7.008,66875.5
"286",2019-07-29 17:45:00,9541.24,9541.26,9540.3,9541.17,6.171,58955.49
"287",2019-07-29 17:46:00,9514.92,9542.44,9506.87,9541.24,245.2,2332239.06
"288",2019-07-29 17:47:00,9515.57,9529.5,9511.48,9514.92,88.74,844126.66
"289",2019-07-29 17:48:00,9452.73,9515.57,9452.73,9515.57,421.17,3988492.68
"290",2019-07-29 17:49:00,9509.65,9515.45,9412.32,9452.73,519.72,4907498.04
"291",2019-07-29 17:50:00,9501.67,9516.68,9491.14,9509.65,197.71,1876816.67
"292",2019-07-29 17:51:00,9493.46,9505.46,9486.25,9501.67,135.51,1285783.64
"293",2019-07-29 17:52:00,9494.89,9499.72,9479.88,9493.46,104.73,992823.63
"294",2019-07-29 17:53:00,9488.99,9494.89,9486.72,9494.89,16.92,160490.59
"295",2019-07-29 17:54:00,9483.96,9490.66,9480.66,9488.99,52.52,497760.75
"296",2019-07-29 17:55:00,9484.93,9491.51,9479.9,9483.96,20.35,193243.37
"297",2019-07-29 17:56:00,9485.22,9488.7,9481.22,9484.93,13.34,126402.96
"298",2019-07-29 17:57:00,9491.74,9493.86,9484.69,9485.22,12.1,114811.53
"299",2019-07-29 17:58:00,9482.62,9491.74,9482.62,9491.74,42.05,398583.53
"300",2019-07-29 17:59:00,9481.6,9483.56,9479.71,9482.62,10.52,99850.29
"301",2019-07-29 18:00:00,9484.94,9486.59,9481.6,9481.6,14.14,134029.94
"302",2019-07-29 18:01:00,9472.69,9484.94,9472.69,9484.94,30.79,291595.83
"303",2019-07-29 18:02:00,9464.11,9472.69,9461.23,9472.69,29.86,282397.07
"304",2019-07-29 18:03:00,9451.95,9464.11,9450.46,9464.11,16.55,156419.84
"305",2019-07-29 18:04:00,9471.63,9471.82,9451.95,9451.95,16.94,160202.36
"306",2019-07-29 18:05:00,9465.17,9474.21,9462.39,9471.63,19.99,189141.02
"307",2019-07-29 18:06:00,9450.12,9465.17,9447.54,9465.17,26.5,250424.77
"308",2019-07-29 18:07:00,9454.15,9454.81,9450.12,9450.12,20.17,190534.9
"309",2019-07-29 18:08:00,9448.44,9455.64,9448.29,9454.15,27.81,262654.79
"310",2019-07-29 18:09:00,9453.08,9453.73,9446.79,9448.44,18.24,172303.58
"311",2019-07-29 18:10:00,9448.91,9453.08,9448.72,9453.08,6.947,65625.01
"312",2019-07-29 18:11:00,9446.95,9448.91,9444.02,9448.91,34.5,327463.41
"313",2019-07-29 18:12:00,9455.53,9455.54,9446.95,9446.95,21.04,199633.71
"314",2019-07-29 18:13:00,9460.97,9461.36,9455.53,9455.53,24.26,229503.08
"315",2019-07-29 18:14:00,9460.2,9460.97,9458.99,9460.97,10.58,100048.22
"316",2019-07-29 18:15:00,9471.02,9471.54,9459.46,9460.2,17.8,168422.28
"317",2019-07-29 18:16:00,9468.82,9476.1,9467.7,9471.02,21,198930.66
"318",2019-07-29 18:17:00,9471.41,9471.41,9467.9,9468.82,6.502,61570.68
"319",2019-07-29 18:18:00,9466.17,9472.64,9466.11,9471.41,7.236,68530.94
"320",2019-07-29 18:19:00,9469.91,9469.91,9461.83,9466.17,24.39,230760.56
"321",2019-07-29 18:20:00,9467.5,9470.99,9465.82,9469.91,12.4,117355.41
"322",2019-07-29 18:21:00,9465.12,9467.5,9465.08,9467.5,7.73,73136
"323",2019-07-29 18:22:00,9468.01,9468.01,9463.66,9465.12,12.38,118479.95
"324",2019-07-29 18:23:00,9471.21,9471.21,9467.78,9468.01,7.155,67691.79
"325",2019-07-29 18:24:00,9472.84,9473.59,9470.4,9471.21,20.16,190988.52
"326",2019-07-29 18:25:00,9475.9,9475.9,9472.84,9472.84,5.064,47998.19
"327",2019-07-29 18:26:00,9476.31,9478.13,9475.62,9475.9,20.78,196863.22
"328",2019-07-29 18:27:00,9476.41,9477.19,9470.78,9476.31,55.18,522744.18
"329",2019-07-29 18:28:00,9476.31,9479.22,9475.75,9476.41,13.96,132323.5
"330",2019-07-29 18:29:00,9473.09,9476.33,9473.04,9476.31,8.166,77328.43
"331",2019-07-29 18:30:00,9481.36,9483.34,9472.59,9473.09,35.45,335769.65
"332",2019-07-29 18:31:00,9476.23,9482.34,9475.53,9481.36,20.44,193685.45
"333",2019-07-29 18:32:00,9469.82,9477.29,9469.82,9476.23,29.21,276558.08
"334",2019-07-29 18:33:00,9474.29,9474.29,9469.79,9469.82,9.731,92662.68
"335",2019-07-29 18:34:00,9475.02,9475.46,9473.02,9474.29,2.916,27672.1
"336",2019-07-29 18:35:00,9475.63,9477.13,9473.28,9475.02,11.2,106164.42
"337",2019-07-29 18:36:00,9473.12,9475.63,9472.26,9475.63,4.111,38929.72
"338",2019-07-29 18:37:00,9472.93,9474.69,9471.31,9473.12,4.181,39620.57
