"","anger","anticipation","disgust","fear","joy","negative","positive","sadness","surprise","trust","Time of Price Update","Price in USD","Percent Change t-1hour","Inc_Dec"
"1",463,1251,210,605,864,874,2663,355,557,1464,2019-07-23 18:36:33,9949.6029587,-0.51,"Decrease"
